AOD_Satellite,6001,6005,6007,6009,6011,6013,6015,6017,6019,6021,6023,6025,6027,6029,6031,6033,6035,6037,6039,6041,6043,6045,6047,6049,6051,6053,6055,6057,6059,6061,6063,6065,6067,6069,6071,6073,6075,6077,6079,6081,6083,6085,6087,6089,6093,6095,6097,6099,6103,6105,6107,6109,6111,6113,6115
ID,186,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,232,233,234,235,237,238,239,240,241,242,243
FIPS,6001,6005,6007,6009,6011,6013,6015,6017,6019,6021,6023,6025,6027,6029,6031,6033,6035,6037,6039,6041,6043,6045,6047,6049,6051,6053,6055,6057,6059,6061,6063,6065,6067,6069,6071,6073,6075,6077,6079,6081,6083,6085,6087,6089,6093,6095,6097,6099,6103,6105,6107,6109,6111,6113,6115
State,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA,CA
County,Alameda County,Amador County,Butte County,Calaveras County,Colusa County,Contra Costa County,Del Norte County,El Dorado County,Fresno County,Glenn County,Humboldt County,Imperial County,Inyo County,Kern County,Kings County,Lake County,Lassen County,Los Angeles County,Madera County,Marin County,Mariposa County,Mendocino County,Merced County,Modoc County,Mono County,Monterey County,Napa County,Nevada County,Orange County,Placer County,Plumas County,Riverside County,Sacramento County,San Benito County,San Bernardino County,San Diego County,San Francisco County,San Joaquin County,San Luis Obispo County,San Mateo County,Santa Barbara County,Santa Clara County,Santa Cruz County,Shasta County,Siskiyou County,Solano County,Sonoma County,Stanislaus County,Tehama County,Trinity County,Tulare County,Tuolumne County,Ventura County,Yolo County,Yuba County
Full,"Alameda County, CA","Amador County, CA","Butte County, CA","Calaveras County, CA","Colusa County, CA","Contra Costa County, CA","Del Norte County, CA","El Dorado County, CA","Fresno County, CA","Glenn County, CA","Humboldt County, CA","Imperial County, CA","Inyo County, CA","Kern County, CA","Kings County, CA","Lake County, CA","Lassen County, CA","Los Angeles County, CA","Madera County, CA","Marin County, CA","Mariposa County, CA","Mendocino County, CA","Merced County, CA","Modoc County, CA","Mono County, CA","Monterey County, CA","Napa County, CA","Nevada County, CA","Orange County, CA","Placer County, CA","Plumas County, CA","Riverside County, CA","Sacramento County, CA","San Benito County, CA","San Bernardino County, CA","San Diego County, CA","San Francisco County, CA","San Joaquin County, CA","San Luis Obispo County, CA","San Mateo County, CA","Santa Barbara County, CA","Santa Clara County, CA","Santa Cruz County, CA","Shasta County, CA","Siskiyou County, CA","Solano County, CA","Sonoma County, CA","Stanislaus County, CA","Tehama County, CA","Trinity County, CA","Tulare County, CA","Tuolumne County, CA","Ventura County, CA","Yolo County, CA","Yuba County, CA"
01/01/2020,0.036147063513144236,0.043313720662808426,7.85339008216657e+34,0.048531440496904235,0.019270037062033,0.0322062400487788,5.980491409560373e+36,0.03363989100944895,0.04303766078437273,0.024712987078996298,9.259364232350748e+34,0.03931206461603303,0.038003999972811356,0.03977512492450169,0.05168385845073837,6.939554275184988e+35,0.015118145550244842,0.042102070799885344,0.04534525836569271,0.040129807609977065,0.04803442966057398,0.032472242193745844,0.050527741620191385,0.017761018757753887,0.04276389359568081,0.037308939644111624,0.027033096584529525,0.027000674655878604,3.943501148351502e+35,0.03176922504006526,0.02184781661804051,0.035675913327093946,0.042733404699803475,0.040889918091003216,0.031130836626552694,0.027232102190830325,0.03489473849952416,0.05250359961568109,0.05762499864096043,0.03683667388091125,0.0706980810497928,0.03840469154820516,0.02690630655872341,0.025140354251918844,2.02823168371313e+35,0.027771655563729646,0.03016424721173153,0.05239918572386485,0.03128885284362876,0.024835428678901712,0.03971476754221644,0.04731168006921007,0.05457868643105141,0.027495787658234665,0.027457442676170535
01/02/2020,0.02156080483533189,0.024012435751776383,1.9699809430679937e+35,0.025346378399341375,0.021824298786866782,0.019065877418533442,5.980491409560373e+36,0.020212466508679156,0.03249459667967849,0.031114250656745543,2.962232714951242e+35,0.038103678331102224,0.03502005055709391,0.0339751085620522,0.045040334832650145,9.479895206182007e+35,0.008002319234234289,0.0439053268992004,0.03847281368240842,0.039844128722591146,0.033988153540528226,0.03678985858055197,0.04016560543629689,0.006770446530533921,0.02674676812321129,0.031276358956523996,0.02716798685897061,0.020114936895108418,3.943501148351502e+35,0.02100424046687119,0.012234336000227644,0.03284915890092248,0.02653256077660917,0.03270263970059405,0.028562121996306436,0.025225079114900673,0.028568422409571973,0.02871040078277533,0.04380643383841736,0.028381149307526818,0.05592820743365026,0.024594009071702477,0.0273060058722411,0.02103075177795724,2.02823168371313e+35,0.019760183124602915,0.02813980767429222,0.034142688501539745,0.030934804862689326,0.02784032348248023,0.03104966271697743,0.025351037037478777,0.052693181219703726,0.02310987364514485,0.020460588639216546
01/03/2020,0.032112718164219234,0.030507939588068432,1.9699809430679937e+35,0.03468479031284,0.03661138916150581,0.03178148148413023,5.980491409560373e+36,0.02327647339110132,0.038645013108860586,0.04183384232790488,9.259364232350748e+34,0.03883149841192147,0.028664864226160932,0.032631654368410375,0.053596173070145435,5.050808176569008e+35,0.015129138148063366,0.036744336678810975,0.03995873271382109,0.03853867116257641,0.037643489249049915,0.0392519288807252,0.04812865278136716,0.01147514322179637,0.01744516942568805,0.03421559498245423,0.03643711198927646,0.025241436250602548,4.916881099684439e+34,0.02290761035024728,0.014998621054183271,0.03582267819513009,0.03747274407002737,0.03890646640314639,0.024503902956088522,0.030535654921220682,0.033557896330760895,0.03975853233557585,0.04262350099675468,0.032255016882189076,0.04401445156273781,0.03306896533145558,0.02981926755776563,0.028977806923032475,2.02823168371313e+35,0.033521243502378,0.0330668508632967,0.04341739362288868,0.03595620705556085,0.0332214054042631,0.0398027989850473,0.03265015558669321,0.037731486637157904,0.03752634174357975,0.025629145123221182
01/04/2020,0.03317621680368681,0.03126741154292397,1.5773114389625112e+35,0.03551997227689138,0.035184996045748755,0.030883577644447834,5.980491409560373e+36,0.0225738800423372,0.040727790502330906,0.030490382960161124,9.259364232350748e+34,0.04013184999156546,0.04733360107640741,0.04679023031541419,0.04295924035317605,6.211710534946973e+35,0.008768663116221749,0.06194984729985621,0.049321515814971434,0.04174103837514603,0.04427391152365507,0.037295623357887324,0.05573945961136809,0.00833798008746434,0.031496485501295364,0.03266338212207575,0.03784506971197866,0.024741049436427732,4.916881099684439e+34,0.021910885655570252,0.006596912790904918,0.040064786829330894,0.039061811450377015,0.04335540054925415,0.043862834159599,0.039137057422016244,0.03513684377418119,0.042713522247335774,0.03926983703176177,0.03619952232415953,0.05024835373181297,0.037081543730045546,0.027060015912752377,0.01517963357115595,2.02823168371313e+35,0.03267264718592473,0.03675679680145838,0.04924851932004503,0.017063709313455556,0.026918796768390194,0.03785772319614164,0.03429106014071934,0.057967020587102513,0.03811751707120003,0.024566568340854224
